Anneal time,QPU time,Chain strength,Total reads,Chain break fraction,Lowest energy,Total entropy,Overlaps,Duplicates
140.0,397745.16,31.67529278103625,1000,0.0,-584.78692167798,145.37421540525057,0,0
150.0,407745.16,31.67529278103625,1000,0.0,-569.3745004781231,144.0530494948593,0,0
160.0,417745.16,31.67529278103625,1000,0.0,-625.6612192699546,151.17327721284033,0,0
170.0,427745.16,31.67529278103625,1000,0.0,-619.677800824152,150.59730706864838,0,0
180.0,437745.16,31.67529278103625,1000,0.0,-578.8213872514841,146.06944886078585,0,0
190.0,447745.16,31.67529278103625,1000,0.0,-596.0567744575617,145.76385651069992,1,0
200.0,457745.16,31.67529278103625,1000,0.0,-594.7290378493208,150.13595023754644,1,0
210.0,467745.16,31.67529278103625,1000,0.0013297872340425532,-596.679923333344,143.72560522828186,1,0
220.0,477745.16,31.67529278103625,1000,0.0,-575.0091416340542,150.5032261928395,1,0
230.0,487745.16,31.67529278103625,1000,0.0013297872340425532,-588.7155016273067,142.12383188415066,0,0
240.0,497745.16,31.67529278103625,1000,0.0,-580.0372380767898,153.52389248059882,1,0
250.0,507745.16,31.67529278103625,1000,0.0013297872340425532,-617.6246290013208,153.68616732179956,2,1
260.0,517745.16,31.67529278103625,1000,0.0,-562.8703845516894,146.4426689427179,0,0
270.0,527745.16,31.67529278103625,1000,0.0,-589.346213980752,150.2458631868213,0,0
280.0,537745.16,31.67529278103625,1000,0.0013297872340425532,-603.8179275966306,152.27175192287962,0,0
290.0,547745.16,31.67529278103625,1000,0.0,-602.9010561331943,144.9739500818835,0,0
300.0,557745.16,31.67529278103625,1000,0.0,-564.392136058053,159.03839291431777,1,1
210.0,467745.16,31.67529278103625,1000,0.0,-565.3975438682971,153.10119513310516,0,0
220.0,477745.16,31.67529278103625,1000,0.0,-576.937202503593,150.3633365860674,0,0
230.0,487745.16,31.67529278103625,1000,0.0,-570.871310020832,142.65650250538687,1,0
240.0,497745.16,31.67529278103625,1000,0.0,-604.5710471454121,152.21408495611345,1,0
250.0,507745.16,31.67529278103625,1000,0.0,-592.2090495454687,138.93178424178492,0,1
260.0,517745.16,31.67529278103625,1000,0.0,-586.0907430354478,136.36603716452106,0,0
270.0,527745.16,31.67529278103625,1000,0.0,-574.1081404489717,157.05914009724572,3,1
280.0,537745.16,31.67529278103625,1000,0.0,-598.8602535294391,157.2626166876459,3,0
290.0,547745.16,31.67529278103625,1000,0.0,-588.4302911600611,150.05775954107835,1,0
300.0,557745.16,31.67529278103625,1000,0.0,-586.9361628978426,148.17385308968304,1,0
210.0,467745.16,31.67529278103625,1000,0.0,-568.5327892559462,147.68414261532808,0,0
220.0,477745.16,31.67529278103625,1000,0.0,-574.8750534967639,150.76348156817758,0,0
230.0,487745.16,31.67529278103625,1000,0.0,-571.5423647788622,146.11008188284728,0,0
240.0,497745.16,31.67529278103625,1000,0.0,-583.1755266051409,148.56482411422172,0,0
250.0,507745.16,31.67529278103625,1000,0.0,-582.5805809833222,149.7804331356416,1,0
260.0,517745.16,31.67529278103625,1000,0.0,-586.8237111753358,150.0584917887211,2,0
270.0,527745.16,31.67529278103625,1000,0.0,-584.7374073265211,166.83435034299703,1,0
280.0,537745.16,31.67529278103625,1000,0.0,-593.219976978596,152.52844077992822,0,0
290.0,547745.16,31.67529278103625,1000,0.0,-567.365280235278,143.43871346203287,1,0
300.0,557745.16,31.67529278103625,1000,0.0,-582.0088154055355,161.42088570273202,2,0
10.0,267745.16,31.67529278103625,1000,0.0,-545.2858500717197,149.16274885291082,1,0
20.0,277745.16,31.67529278103625,1000,0.0,-538.3112194820978,151.64069968905125,1,0
30.0,287745.16,31.67529278103625,1000,0.0,-543.9544649318759,145.22816355965878,0,0
40.0,297745.16,31.67529278103625,1000,0.0,-553.5190654853562,146.78731902893037,0,0
50.0,307745.16,31.67529278103625,1000,0.0,-553.8581661227198,145.82844299379946,0,0
60.0,317745.16,31.67529278103625,1000,0.0,-587.9347511461245,140.6756610542609,1,0
70.0,327745.16,31.67529278103625,1000,0.0,-560.1710305704745,151.00271781246855,1,0
80.0,337745.16,31.67529278103625,1000,0.0,-560.6137874115715,161.2077428469965,2,0
90.0,347745.16,31.67529278103625,1000,0.0,-579.0339470100021,144.02162628536698,1,0
100.0,357745.16,31.67529278103625,1000,0.0,-570.8375344596379,141.60553370874408,1,0
110.0,367745.16,31.67529278103625,1000,0.0013297872340425532,-570.4058782071729,153.725542825076,0,1
120.0,377745.16,31.67529278103625,1000,0.0,-572.568776855195,135.15441255741902,0,0
130.0,387745.16,31.67529278103625,1000,0.0,-554.8383101697859,147.35196492655302,1,0
140.0,397745.16,31.67529278103625,1000,0.0,-590.5572268404499,145.99660207773672,0,0
150.0,407745.16,31.67529278103625,1000,0.0,-572.7763212140442,145.87875817600138,0,0
160.0,417745.16,31.67529278103625,1000,0.0,-593.093929757877,148.81326996041923,0,0
170.0,427745.16,31.67529278103625,1000,0.0013297872340425532,-586.853887729474,157.5310126164074,1,0
180.0,437745.16,31.67529278103625,1000,0.0,-598.042238206939,148.95898698433695,1,0
190.0,447745.16,31.67529278103625,1000,0.0013297872340425532,-563.3971827858691,135.47246771063172,0,0
200.0,457745.16,31.67529278103625,1000,0.0,-559.3454267701396,156.73575726397493,1,0
210.0,467745.16,31.67529278103625,1000,0.0,-622.5343186963614,156.0923807692868,0,0
220.0,477745.16,31.67529278103625,1000,0.0,-573.6919779212002,148.5613319225892,0,0
230.0,487745.16,31.67529278103625,1000,0.0,-562.3330051305346,133.64119182876894,0,0
240.0,497745.16,31.67529278103625,1000,0.0,-558.3950574108953,144.7994930871223,0,0
250.0,507745.16,31.67529278103625,1000,0.0,-546.3354920267864,152.2057368063593,1,0
260.0,517745.16,31.67529278103625,1000,0.0,-592.537849516714,154.2389906933522,1,0
270.0,527745.16,31.67529278103625,1000,0.0,-556.6080761820652,150.82357360214874,2,0
280.0,537745.16,31.67529278103625,1000,0.0,-554.920463123604,154.42886254910215,0,2
290.0,547745.16,31.67529278103625,1000,0.0,-580.6634225040207,158.07796236227412,1,1
300.0,557745.16,31.67529278103625,1000,0.0,-587.1898611680634,154.5040802256676,1,0
